Area Code,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Profit Ratio,Date,Inventory,Margin,Market Size,Market,Marketing,Number of Records,Product Type,Product,Profit,Sales,State,Total Expenses,Type
254,80,140,120,220,104,43.75%,5/1/2012 12:00:00 AM,821,152,Major Market,South,29,1,Espresso,Caffe Mocha,$112,256,Texas,40,Regular
915,40,80,50,120,52,21.95%,5/1/2012 12:00:00 AM,361,71,Major Market,South,17,1,Herbal Tea,Chamomile,$27,123,Texas,44,Decaf
512,40,60,30,100,42,24.27%,5/1/2012 12:00:00 AM,384,61,Major Market,South,13,1,Herbal Tea,Lemon,$25,103,Texas,36,Decaf
430,290,350,270,640,235,35.74%,5/1/2012 12:00:00 AM,1060,277,Major Market,South,72,1,Coffee,Colombian,$183,512,Texas,94,Regular
956,100,130,100,230,83,35.79%,5/1/2012 12:00:00 AM,584,107,Major Market,South,27,1,Coffee,Decaf Irish Cream,$68,190,Texas,39,Decaf
435,30,60,50,90,39,37.11%,5/1/2012 12:00:00 AM,799,58,Small Market,West,10,1,Espresso,Caffe Latte,$36,97,Utah,22,Regular
435,40,60,40,100,48,32.43%,5/1/2012 12:00:00 AM,599,63,Small Market,West,15,1,Espresso,Caffe Mocha,$36,111,Utah,27,Regular
435,40,60,40,100,44,38.53%,5/1/2012 12:00:00 AM,844,65,Small Market,West,12,1,Espresso,Decaf Espresso,$42,109,Utah,23,Decaf
435,80,100,60,180,68,25.68%,5/1/2012 12:00:00 AM,998,80,Small Market,West,21,1,Coffee,Amaretto,$38,148,Utah,42,Regular
435,60,80,50,140,48,19.47%,5/1/2012 12:00:00 AM,334,65,Small Market,West,15,1,Coffee,Colombian,$22,113,Utah,43,Regular
435,90,120,70,210,77,19.65%,5/1/2012 12:00:00 AM,529,96,Small Market,West,29,1,Coffee,Decaf Irish Cream,$34,173,Utah,62,Decaf
435,40,70,40,110,51,27.20%,5/1/2012 12:00:00 AM,265,74,Small Market,West,16,1,Herbal Tea,Chamomile,$34,125,Utah,40,Decaf
435,40,70,40,110,52,24.24%,5/1/2012 12:00:00 AM,397,80,Small Market,West,17,1,Herbal Tea,Lemon,$32,132,Utah,48,Decaf
435,80,30,-10,110,98,-11.03%,5/1/2012 12:00:00 AM,973,38,Small Market,West,30,1,Herbal Tea,Mint,($15),136,Utah,53,Decaf
435,20,50,10,70,43,-7.69%,5/1/2012 12:00:00 AM,282,61,Small Market,West,39,1,Tea,Darjeeling,($8),104,Utah,69,Regular
435,20,40,20,60,39,15.22%,5/1/2012 12:00:00 AM,212,53,Small Market,West,12,1,Tea,Earl Grey,$14,92,Utah,39,Regular
801,20,30,10,50,34,-3.95%,5/1/2012 12:00:00 AM,182,42,Small Market,West,12,1,Tea,Green Tea,($3),76,Utah,45,Regular
415,240,260,180,500,260,31.67%,5/1/2012 12:00:00 AM,1559,261,Major Market,West,72,1,Espresso,Caffe Latte,$165,521,California,96,Regular
209,110,160,30,270,121,8.65%,5/1/2012 12:00:00 AM,788,168,Major Market,West,109,1,Espresso,Caffe Mocha,$25,289,California,143,Regular
626,250,330,220,580,263,37.58%,5/1/2012 12:00:00 AM,1433,349,Major Market,West,86,1,Espresso,Decaf Espresso,$230,612,California,119,Decaf
209,160,-30,-80,130,127,-79.25%,5/1/2012 12:00:00 AM,1215,-21,Major Market,West,40,1,Coffee,Amaretto,($84),106,California,63,Regular
650,380,560,410,940,302,39.02%,5/1/2012 12:00:00 AM,2250,454,Major Market,West,105,1,Coffee,Colombian,$295,756,California,159,Regular
714,240,-40,-140,200,195,-87.12%,5/1/2012 12:00:00 AM,1952,-32,Major Market,West,64,1,Coffee,Decaf Irish Cream,($142),163,California,110,Decaf
760,80,140,120,220,104,43.36%,5/1/2012 12:00:00 AM,871,152,Major Market,West,29,1,Herbal Tea,Chamomile,$111,256,California,41,Decaf
805,200,250,180,450,235,35.74%,5/1/2012 12:00:00 AM,1060,277,Major Market,West,72,1,Herbal Tea,Lemon,$183,512,California,94,Decaf
805,70,90,60,160,83,35.26%,5/1/2012 12:00:00 AM,584,107,Major Market,West,27,1,Herbal Tea,Mint,$67,190,California,40,Decaf
310,60,110,100,170,104,43.36%,5/1/2012 12:00:00 AM,821,152,Major Market,West,29,1,Tea,Darjeeling,$111,256,California,41,Regular
530,50,90,80,140,86,42.38%,5/1/2012 12:00:00 AM,499,124,Major Market,West,24,1,Tea,Earl Grey,$89,210,California,35,Regular
714,40,60,30,100,64,26.88%,5/1/2012 12:00:00 AM,593,96,Major Market,West,21,1,Tea,Green Tea,$43,160,California,53,Regular
775,0,40,30,40,0,72.09%,5/1/2012 12:00:00 AM,645,43,Small Market,West,0,1,Espresso,Caffe Latte,$31,43,Nevada,12,Regular
775,10,30,20,40,20,26.53%,5/1/2012 12:00:00 AM,829,29,Small Market,West,5,1,Espresso,Caffe Mocha,$13,49,Nevada,16,Regular
775,10,30,20,40,20,26.53%,5/1/2012 12:00:00 AM,784,29,Small Market,West,5,1,Espresso,Decaf Espresso,$13,49,Nevada,16,Decaf
702,40,60,20,100,36,-1.23%,5/1/2012 12:00:00 AM,212,45,Small Market,West,13,1,Coffee,Colombian,($1),81,Nevada,46,Regular
775,100,150,40,250,121,8.65%,5/1/2012 12:00:00 AM,788,168,Small Market,West,109,1,Herbal Tea,Chamomile,$25,289,Nevada,143,Decaf
775,160,240,160,400,195,34.41%,5/1/2012 12:00:00 AM,956,270,Small Market,West,64,1,Herbal Tea,Lemon,$160,465,Nevada,110,Decaf
775,100,170,120,270,127,38.78%,5/1/2012 12:00:00 AM,671,185,Small Market,West,40,1,Herbal Tea,Mint,$121,312,Nevada,64,Decaf
702,170,240,170,410,263,37.75%,5/1/2012 12:00:00 AM,1433,349,Small Market,West,86,1,Tea,Darjeeling,$231,612,Nevada,118,Regular
775,170,180,120,350,260,31.48%,5/1/2012 12:00:00 AM,1559,261,Small Market,West,72,1,Tea,Earl Grey,$164,521,Nevada,97,Regular
702,170,-170,-250,0,265,-2111.11%,5/1/2012 12:00:00 AM,3742,-265,Small Market,West,100,1,Tea,Green Tea,($380),18,Nevada,133,Regular
775,30,50,30,80,31,8.82%,5/1/2012 12:00:00 AM,976,37,Small Market,West,9,1,Coffee,Decaf Irish Cream,$6,68,Nevada,31,Decaf
541,50,60,20,110,53,9.32%,5/1/2012 12:00:00 AM,361,65,Small Market,West,20,1,Espresso,Caffe Latte,$11,118,Oregon,54,Regular
541,40,70,40,110,52,21.95%,5/1/2012 12:00:00 AM,361,71,Small Market,West,17,1,Espresso,Caffe Mocha,$27,123,Oregon,44,Regular
541,140,140,90,280,149,27.85%,5/1/2012 12:00:00 AM,1156,149,Small Market,West,41,1,Espresso,Decaf Espresso,$83,298,Oregon,66,Decaf
503,60,100,40,160,53,-1.56%,5/1/2012 12:00:00 AM,458,75,Small Market,West,48,1,Coffee,Amaretto,($2),128,Oregon,77,Regular
971,60,80,30,140,48,6.90%,5/1/2012 12:00:00 AM,422,68,Small Market,West,15,1,Coffee,Colombian,$8,116,Oregon,60,Regular
503,20,40,40,60,30,34.67%,5/1/2012 12:00:00 AM,794,45,Small Market,West,8,1,Herbal Tea,Chamomile,$26,75,Oregon,19,Decaf
971,30,50,30,80,43,30.30%,5/1/2012 12:00:00 AM,602,56,Small Market,West,14,1,Herbal Tea,Lemon,$30,99,Oregon,26,Decaf
503,10,20,20,30,20,24.49%,5/1/2012 12:00:00 AM,464,29,Small Market,West,5,1,Tea,Darjeeling,$12,49,Oregon,17,Regular
503,60,90,50,150,94,33.62%,5/1/2012 12:00:00 AM,697,141,Small Market,West,31,1,Tea,Earl Grey,$79,235,Oregon,62,Regular
971,70,110,70,180,114,37.00%,5/1/2012 12:00:00 AM,555,159,Small Market,West,35,1,Tea,Green Tea,$101,273,Oregon,58,Regular
971,50,70,40,120,42,24.27%,5/1/2012 12:00:00 AM,384,61,Small Market,West,13,1,Coffee,Decaf Irish Cream,$25,103,Oregon,36,Decaf
206,40,60,40,100,48,30.91%,5/1/2012 12:00:00 AM,599,62,Small Market,West,15,1,Espresso,Caffe Latte,$34,110,Washington,28,Regular
206,50,70,20,120,58,12.31%,5/1/2012 12:00:00 AM,338,72,Small Market,West,22,1,Espresso,Caffe Mocha,$16,130,Washington,56,Regular
206,70,90,60,160,78,27.65%,5/1/2012 12:00:00 AM,995,92,Small Market,West,24,1,Espresso,Decaf Espresso,$47,170,Washington,45,Decaf
253,80,130,90,210,71,33.14%,5/1/2012 12:00:00 AM,373,104,Small Market,West,22,1,Coffee,Colombian,$58,175,Washington,46,Regular
206,90,150,100,240,110,35.64%,5/1/2012 12:00:00 AM,1020,165,Small Market,West,36,1,Herbal Tea,Chamomile,$98,275,Washington,67,Decaf
206,30,50,50,80,40,36.36%,5/1/2012 12:00:00 AM,793,59,Small Market,West,11,1,Herbal Tea,Lemon,$36,99,Washington,23,Decaf
509,30,50,30,80,48,33.85%,5/1/2012 12:00:00 AM,351,82,Small Market,West,14,1,Tea,Darjeeling,$44,130,Washington,38,Regular
360,20,50,30,70,45,24.55%,5/1/2012 12:00:00 AM,410,65,Small Market,West,14,1,Tea,Earl Grey,$27,110,Washington,38,Regular
425,40,60,10,100,64,1.30%,5/1/2012 12:00:00 AM,551,90,Small Market,West,58,1,Tea,Green Tea,$2,154,Washington,88,Regular
253,110,160,60,270,92,7.24%,5/1/2012 12:00:00 AM,599,129,Small Market,West,83,1,Coffee,Decaf Irish Cream,$16,221,Washington,113,Decaf
719,40,60,20,100,51,9.57%,6/1/2012 12:00:00 AM,396,64,Major Market,Central,19,1,Tea,Darjeeling,$11,115,Colorado,53,Regular
970,40,60,30,100,53,23.08%,6/1/2012 12:00:00 AM,1028,64,Major Market,Central,16,1,Tea,Earl Grey,$27,117,Colorado,37,Regular
720,30,50,30,80,43,29.29%,6/1/2012 12:00:00 AM,597,56,Major Market,Central,14,1,Tea,Green Tea,$29,99,Colorado,27,Regular
719,100,170,140,270,94,43.04%,6/1/2012 12:00:00 AM,562,136,Major Market,Central,26,1,Espresso,Caffe Mocha,$99,230,Colorado,37,Regular
303,60,90,50,150,54,24.44%,6/1/2012 12:00:00 AM,641,81,Major Market,Central,17,1,Espresso,Decaf Espresso,$33,135,Colorado,48,Decaf
719,110,170,130,280,113,43.84%,6/1/2012 12:00:00 AM,897,163,Major Market,Central,31,1,Coffee,Amaretto,$121,276,Colorado,42,Regular
970,80,110,80,190,83,35.79%,6/1/2012 12:00:00 AM,574,107,Major Market,Central,27,1,Coffee,Colombian,$68,190,Colorado,39,Regular
719,130,180,140,310,123,43.85%,6/1/2012 12:00:00 AM,947,178,Major Market,Central,34,1,Coffee,Decaf Irish Cream,$132,301,Colorado,46,Decaf
720,120,140,90,260,149,27.85%,6/1/2012 12:00:00 AM,1245,149,Major Market,Central,41,1,Herbal Tea,Chamomile,$83,298,Colorado,66,Decaf
720,30,60,10,90,44,-6.54%,6/1/2012 12:00:00 AM,496,63,Major Market,Central,40,1,Herbal Tea,Lemon,($7),107,Colorado,70,Decaf
719,40,60,30,100,50,20.34%,6/1/2012 12:00:00 AM,397,68,Major Market,Central,16,1,Herbal Tea,Mint,$24,118,Colorado,44,Decaf
312,80,120,90,200,94,43.04%,6/1/2012 12:00:00 AM,562,136,Major Market,Central,26,1,Tea,Darjeeling,$99,230,Illinois,37,Regular
312,40,70,30,110,54,24.44%,6/1/2012 12:00:00 AM,641,81,Major Market,Central,17,1,Tea,Earl Grey,$33,135,Illinois,48,Regular
312,310,430,300,740,272,38.01%,6/1/2012 12:00:00 AM,1616,362,Major Market,Central,89,1,Espresso,Caffe Mocha,$241,634,Illinois,121,Regular
312,300,310,210,610,260,31.48%,6/1/2012 12:00:00 AM,1715,261,Major Market,Central,72,1,Espresso,Decaf Espresso,$164,521,Illinois,97,Decaf
815,210,290,190,500,200,34.94%,6/1/2012 12:00:00 AM,1095,278,Major Market,Central,66,1,Coffee,Colombian,$167,478,Illinois,111,Regular
630,140,220,160,360,141,39.13%,6/1/2012 12:00:00 AM,764,204,Major Market,Central,45,1,Coffee,Decaf Irish Cream,$135,345,Illinois,69,Decaf
630,90,150,130,240,113,43.84%,6/1/2012 12:00:00 AM,897,163,Major Market,Central,31,1,Herbal Tea,Chamomile,$121,276,Illinois,42,Decaf
630,70,90,60,160,83,35.26%,6/1/2012 12:00:00 AM,574,107,Major Market,Central,27,1,Herbal Tea,Lemon,$67,190,Illinois,40,Decaf
309,100,160,140,260,123,44.19%,6/1/2012 12:00:00 AM,947,178,Major Market,Central,34,1,Herbal Tea,Mint,$133,301,Illinois,45,Decaf
641,220,230,150,450,260,31.48%,6/1/2012 12:00:00 AM,1715,261,Small Market,Central,72,1,Tea,Darjeeling,$164,521,Iowa,97,Regular
563,230,300,180,530,271,32.67%,6/1/2012 12:00:00 AM,1714,332,Small Market,Central,102,1,Tea,Earl Grey,$197,603,Iowa,135,Regular
515,20,40,30,60,21,28.30%,6/1/2012 12:00:00 AM,798,32,Small Market,Central,5,1,Espresso,Caffe Mocha,$15,53,Iowa,17,Regular
319,0,50,40,50,0,72.09%,6/1/2012 12:00:00 AM,602,43,Small Market,Central,0,1,Espresso,Decaf Espresso,$31,43,Iowa,12,Decaf
641,20,40,30,60,23,31.03%,6/1/2012 12:00:00 AM,843,35,Small Market,Central,6,1,Coffee,Amaretto,$18,58,Iowa,17,Regular
563,30,40,20,70,32,11.43%,6/1/2012 12:00:00 AM,996,38,Small Market,Central,9,1,Coffee,Colombian,$8,70,Iowa,30,Regular
712,20,30,20,50,22,21.15%,6/1/2012 12:00:00 AM,608,30,Small Market,Central,7,1,Coffee,Decaf Irish Cream,$11,52,Iowa,19,Decaf
641,230,320,230,550,272,38.01%,6/1/2012 12:00:00 AM,1616,362,Small Market,Central,89,1,Herbal Tea,Chamomile,$241,634,Iowa,121,Decaf
319,120,180,140,300,141,39.42%,6/1/2012 12:00:00 AM,764,204,Small Market,Central,45,1,Herbal Tea,Lemon,$136,345,Iowa,68,Decaf
636,30,50,20,80,41,14.58%,6/1/2012 12:00:00 AM,239,55,Small Market,Central,13,1,Tea,Darjeeling,$14,96,Missouri,41,Regular
573,30,30,-10,60,35,-3.85%,6/1/2012 12:00:00 AM,204,43,Small Market,Central,13,1,Tea,Earl Grey,($3),78,Missouri,46,Regular
573,30,40,0,70,36,0.00%,6/1/2012 12:00:00 AM,236,46,Small Market,Central,13,1,Tea,Green Tea,$0,82,Missouri,46,Regular
660,40,60,40,100,37,35.87%,6/1/2012 12:00:00 AM,876,55,Small Market,Central,10,1,Espresso,Caffe Mocha,$33,92,Missouri,22,Regular
573,40,60,40,100,36,34.83%,6/1/2012 12:00:00 AM,828,53,Small Market,Central,10,1,Espresso,Decaf Espresso,$31,89,Missouri,22,Decaf
573,80,90,40,170,76,18.34%,6/1/2012 12:00:00 AM,580,93,Small Market,Central,28,1,Coffee,Colombian,$31,169,Missouri,62,Regular
314,60,80,50,140,65,24.65%,6/1/2012 12:00:00 AM,1042,77,Small Market,Central,20,1,Coffee,Decaf Irish Cream,$35,142,Missouri,42,Decaf
660,40,70,20,110,52,-3.20%,6/1/2012 12:00:00 AM,313,73,Small Market,Central,47,1,Herbal Tea,Chamomile,($4),125,Missouri,77,Decaf
636,90,30,0,120,116,-23.40%,6/1/2012 12:00:00 AM,1142,25,Small Market,Central,35,1,Herbal Tea,Lemon,($33),141,Missouri,58,Decaf
513,90,150,90,240,111,35.61%,6/1/2012 12:00:00 AM,767,167,Major Market,Central,36,1,Tea,Darjeeling,$99,278,Ohio,68,Regular
937,100,140,90,240,118,37.23%,6/1/2012 12:00:00 AM,636,164,Major Market,Central,36,1,Tea,Earl Grey,$105,282,Ohio,59,Regular
419,170,180,120,350,149,27.85%,6/1/2012 12:00:00 AM,1245,149,Major Market,Central,41,1,Espresso,Caffe Mocha,$83,298,Ohio,66,Regular
419,50,80,30,130,51,10.43%,6/1/2012 12:00:00 AM,396,64,Major Market,Central,19,1,Espresso,Decaf Espresso,$12,115,Ohio,52,Decaf
513,50,70,40,120,50,20.34%,6/1/2012 12:00:00 AM,397,68,Major Market,Central,16,1,Coffee,Amaretto,$24,118,Ohio,44,Regular
614,40,50,20,90,38,20.43%,6/1/2012 12:00:00 AM,414,55,Major Market,Central,12,1,Coffee,Colombian,$19,93,Ohio,36,Regular
937,40,70,20,110,44,-5.61%,6/1/2012 12:00:00 AM,496,63,Major Market,Central,40,1,Coffee,Decaf Irish Cream,($6),107,Ohio,69,Decaf
614,10,20,20,30,18,20.45%,6/1/2012 12:00:00 AM,478,26,Major Market,Central,5,1,Herbal Tea,Chamomile,$9,44,Ohio,17,Decaf
513,20,30,30,50,24,30.00%,6/1/2012 12:00:00 AM,856,36,Major Market,Central,6,1,Herbal Tea,Lemon,$18,60,Ohio,18,Decaf
920,30,50,20,80,40,24.24%,6/1/2012 12:00:00 AM,443,59,Small Market,Central,12,1,Tea,Darjeeling,$24,99,Wisconsin,35,Regular
715,40,70,10,110,53,-1.56%,6/1/2012 12:00:00 AM,597,75,Small Market,Central,48,1,Tea,Earl Grey,($2),128,Wisconsin,77,Regular
262,90,110,70,200,81,28.25%,6/1/2012 12:00:00 AM,1046,96,Small Market,Central,25,1,Espresso,Caffe Mocha,$50,177,Wisconsin,46,Regular
262,50,70,50,120,48,30.91%,6/1/2012 12:00:00 AM,593,62,Small Market,Central,15,1,Espresso,Decaf Espresso,$34,110,Wisconsin,28,Decaf
715,60,70,20,130,59,14.29%,6/1/2012 12:00:00 AM,377,74,Small Market,Central,22,1,Coffee,Amaretto,$19,133,Wisconsin,55,Regular
608,110,160,50,270,110,9.09%,6/1/2012 12:00:00 AM,665,154,Small Market,Central,100,1,Coffee,Colombian,$24,264,Wisconsin,130,Regular
920,90,130,90,220,91,29.72%,6/1/2012 12:00:00 AM,533,121,Small Market,Central,30,1,Coffee,Decaf Irish Cream,$63,212,Wisconsin,58,Decaf
715,40,70,50,110,47,32.00%,6/1/2012 12:00:00 AM,371,78,Small Market,Central,14,1,Herbal Tea,Chamomile,$40,125,Wisconsin,38,Decaf
920,50,70,60,120,59,40.28%,6/1/2012 12:00:00 AM,842,85,Small Market,Central,16,1,Herbal Tea,Lemon,$58,144,Wisconsin,27,Decaf
959,30,60,40,90,37,35.87%,6/1/2012 12:00:00 AM,876,55,Small Market,East,10,1,Tea,Darjeeling,$33,92,Connecticut,22,Regular
203,20,30,20,50,20,29.41%,6/1/2012 12:00:00 AM,804,31,Small Market,East,5,1,Tea,Green Tea,$15,51,Connecticut,16,Regular
203,50,70,10,120,53,-1.56%,6/1/2012 12:00:00 AM,597,75,Small Market,East,48,1,Espresso,Caffe Mocha,($2),128,Connecticut,77,Regular
475,40,60,30,100,46,17.59%,6/1/2012 12:00:00 AM,367,62,Small Market,East,15,1,Espresso,Decaf Espresso,$19,108,Connecticut,43,Decaf
475,80,140,100,220,92,34.05%,6/1/2012 12:00:00 AM,1102,140,Small Market,East,30,1,Coffee,Colombian,$79,232,Connecticut,61,Regular
203,50,80,40,130,76,18.93%,6/1/2012 12:00:00 AM,580,93,Small Market,East,28,1,Herbal Tea,Lemon,$32,169,Connecticut,61,Decaf
475,40,70,50,110,65,25.35%,6/1/2012 12:00:00 AM,1042,77,Small Market,East,20,1,Herbal Tea,Mint,$36,142,Connecticut,41,Decaf
386,40,70,50,110,43,36.19%,6/1/2012 12:00:00 AM,864,62,Major Market,East,12,1,Tea,Darjeeling,$38,105,Florida,24,Regular
407,60,90,70,150,59,40.28%,6/1/2012 12:00:00 AM,842,85,Major Market,East,16,1,Tea,Green Tea,$58,144,Florida,27,Regular
786,100,150,40,250,110,9.47%,6/1/2012 12:00:00 AM,665,154,Major Market,East,100,1,Espresso,Caffe Mocha,$25,264,Florida,129,Regular
321,80,120,80,200,91,29.72%,6/1/2012 12:00:00 AM,533,121,Major Market,East,30,1,Espresso,Decaf Espresso,$63,212,Florida,58,Decaf
904,100,160,110,260,111,35.61%,6/1/2012 12:00:00 AM,767,167,Major Market,East,36,1,Coffee,Colombian,$99,278,Florida,68,Regular
850,110,150,100,260,118,37.23%,6/1/2012 12:00:00 AM,636,164,Major Market,East,36,1,Coffee,Decaf Irish Cream,$105,282,Florida,59,Decaf
941,30,50,30,80,48,31.82%,6/1/2012 12:00:00 AM,593,62,Major Market,East,15,1,Herbal Tea,Chamomile,$35,110,Florida,27,Decaf
754,40,60,30,100,59,14.29%,6/1/2012 12:00:00 AM,377,74,Major Market,East,22,1,Herbal Tea,Lemon,$19,133,Florida,55,Decaf
305,60,70,40,130,81,27.68%,6/1/2012 12:00:00 AM,1046,96,Major Market,East,25,1,Herbal Tea,Mint,$49,177,Florida,47,Decaf
781,20,40,30,60,24,31.67%,6/1/2012 12:00:00 AM,856,36,Major Market,East,6,1,Tea,Darjeeling,$19,60,Massachusetts,17,Regular
413,10,30,20,40,18,22.73%,6/1/2012 12:00:00 AM,478,26,Major Market,East,5,1,Tea,Green Tea,$10,44,Massachusetts,16,Regular
351,40,60,10,100,44,-2.70%,6/1/2012 12:00:00 AM,543,67,Major Market,East,40,1,Espresso,Caffe Mocha,($3),111,Massachusetts,70,Regular
339,140,150,100,290,149,27.85%,6/1/2012 12:00:00 AM,1245,149,Major Market,East,41,1,Espresso,Regular Espresso,$83,298,Massachusetts,66,Regular
617,50,560,530,610,54,84.28%,6/1/2012 12:00:00 AM,-1006,595,Major Market,East,17,1,Coffee,Colombian,$547,649,Massachusetts,48,Regular
781,30,50,20,80,51,10.43%,6/1/2012 12:00:00 AM,396,64,Major Market,East,19,1,Herbal Tea,Lemon,$12,115,Massachusetts,52,Decaf
603,20,40,30,60,23,29.31%,6/1/2012 12:00:00 AM,843,35,Small Market,East,6,1,Tea,Darjeeling,$17,58,New Hampshire,18,Regular
603,0,40,30,40,0,74.42%,6/1/2012 12:00:00 AM,602,43,Small Market,East,0,1,Tea,Green Tea,$32,43,New Hampshire,11,Regular
603,40,80,20,120,52,-3.20%,6/1/2012 12:00:00 AM,313,73,Small Market,East,47,1,Espresso,Caffe Mocha,($4),125,New Hampshire,77,Regular
603,30,40,0,70,35,-3.85%,6/1/2012 12:00:00 AM,204,43,Small Market,East,13,1,Espresso,Regular Espresso,($3),78,New Hampshire,46,Regular
603,50,80,50,130,56,29.71%,6/1/2012 12:00:00 AM,302,82,Small Market,East,17,1,Coffee,Amaretto,$41,138,New Hampshire,41,Regular
603,50,90,60,140,62,26.92%,6/1/2012 12:00:00 AM,436,94,Small Market,East,20,1,Coffee,Colombian,$42,156,New Hampshire,52,Regular
603,20,40,10,60,36,0.00%,6/1/2012 12:00:00 AM,236,46,Small Market,East,13,1,Herbal Tea,Lemon,$0,82,New Hampshire,46,Decaf
516,130,190,150,320,123,44.19%,6/1/2012 12:00:00 AM,947,178,Major Market,East,34,1,Tea,Darjeeling,$133,301,New York,45,Regular
845,110,180,140,290,113,43.84%,6/1/2012 12:00:00 AM,897,163,Major Market,East,31,1,Tea,Earl Grey,$121,276,New York,42,Regular
718,90,150,120,240,94,43.04%,6/1/2012 12:00:00 AM,562,136,Major Market,East,26,1,Tea,Green Tea,$99,230,New York,37,Regular
914,130,-60,-210,70,144,-327.78%,6/1/2012 12:00:00 AM,1979,-72,Major Market,East,131,1,Espresso,Caffe Mocha,($236),72,New York,164,Regular
631,240,420,340,660,260,47.11%,6/1/2012 12:00:00 AM,1405,415,Major Market,East,72,1,Espresso,Regular Espresso,$318,675,New York,97,Regular
646,340,500,350,840,356,40.11%,6/1/2012 12:00:00 AM,2476,534,Major Market,East,124,1,Coffee,Colombian,$357,890,New York,177,Regular
607,200,320,220,520,271,39.31%,6/1/2012 12:00:00 AM,1727,398,Major Market,East,102,1,Herbal Tea,Lemon,$263,669,New York,135,Decaf
716,180,-30,-100,150,244,-72.22%,6/1/2012 12:00:00 AM,2636,-46,Major Market,East,75,1,Herbal Tea,Mint,($143),198,New York,97,Decaf
318,30,50,30,80,40,23.23%,6/1/2012 12:00:00 AM,443,59,Small Market,South,12,1,Espresso,Decaf Espresso,$23,99,Louisiana,36,Decaf
318,40,70,10,110,53,-2.34%,6/1/2012 12:00:00 AM,-267,75,Small Market,South,48,1,Espresso,Caffe Latte,($3),128,Louisiana,78,Regular
225,40,60,40,100,47,32.80%,6/1/2012 12:00:00 AM,371,78,Small Market,South,14,1,Espresso,Caffe Mocha,$41,125,Louisiana,37,Regular
225,40,60,40,100,48,32.43%,6/1/2012 12:00:00 AM,593,63,Small Market,South,15,1,Herbal Tea,Chamomile,$36,111,Louisiana,27,Decaf
318,70,90,40,160,76,18.93%,6/1/2012 12:00:00 AM,580,93,Small Market,South,28,1,Herbal Tea,Lemon,$32,169,Louisiana,61,Decaf
337,50,80,60,130,43,37.38%,6/1/2012 12:00:00 AM,822,64,Small Market,South,12,1,Coffee,Colombian,$40,107,Louisiana,24,Regular
318,70,110,90,180,59,40.28%,6/1/2012 12:00:00 AM,842,85,Small Market,South,16,1,Coffee,Decaf Irish Cream,$58,144,Louisiana,27,Decaf
505,30,50,20,80,41,14.58%,6/1/2012 12:00:00 AM,239,55,Small Market,South,13,1,Espresso,Decaf Espresso,$14,96,New Mexico,41,Decaf
505,30,30,0,60,35,-3.85%,6/1/2012 12:00:00 AM,-180,43,Small Market,South,13,1,Espresso,Caffe Latte,($3),78,New Mexico,46,Regular
505,40,60,0,100,52,-2.40%,6/1/2012 12:00:00 AM,313,73,Small Market,South,47,1,Espresso,Caffe Mocha,($3),125,New Mexico,76,Regular
505,20,30,20,50,23,31.03%,6/1/2012 12:00:00 AM,843,35,Small Market,South,6,1,Herbal Tea,Chamomile,$18,58,New Mexico,17,Decaf
505,30,30,10,60,32,11.43%,6/1/2012 12:00:00 AM,996,38,Small Market,South,9,1,Herbal Tea,Lemon,$8,70,New Mexico,30,Decaf
505,70,120,80,190,62,27.56%,6/1/2012 12:00:00 AM,436,94,Small Market,South,20,1,Coffee,Colombian,$43,156,New Mexico,51,Regular
505,140,30,-20,170,116,-24.11%,6/1/2012 12:00:00 AM,1142,25,Small Market,South,35,1,Coffee,Decaf Irish Cream,($34),141,New Mexico,59,Decaf
918,90,140,90,230,111,35.61%,6/1/2012 12:00:00 AM,767,167,Small Market,South,36,1,Espresso,Decaf Espresso,$99,278,Oklahoma,68,Decaf
918,100,140,100,240,118,37.23%,6/1/2012 12:00:00 AM,-660,164,Small Market,South,36,1,Espresso,Caffe Latte,$105,282,Oklahoma,59,Regular
918,10,20,20,30,18,22.73%,6/1/2012 12:00:00 AM,478,26,Small Market,South,5,1,Espresso,Caffe Mocha,$10,44,Oklahoma,16,Regular
918,50,80,30,130,59,14.29%,6/1/2012 12:00:00 AM,377,74,Small Market,South,22,1,Herbal Tea,Chamomile,$19,133,Oklahoma,55,Decaf
580,100,150,40,250,110,9.47%,6/1/2012 12:00:00 AM,665,154,Small Market,South,100,1,Herbal Tea,Lemon,$25,264,Oklahoma,129,Decaf
918,50,70,50,120,43,29.29%,6/1/2012 12:00:00 AM,597,56,Small Market,South,14,1,Coffee,Colombian,$29,99,Oklahoma,27,Regular
405,30,40,30,70,24,31.67%,6/1/2012 12:00:00 AM,856,36,Small Market,South,6,1,Coffee,Decaf Irish Cream,$19,60,Oklahoma,17,Decaf
469,80,110,90,190,94,43.04%,6/1/2012 12:00:00 AM,562,136,Major Market,South,26,1,Espresso,Decaf Espresso,$99,230,Texas,37,Decaf
936,40,70,40,110,54,24.44%,6/1/2012 12:00:00 AM,-321,81,Major Market,South,17,1,Espresso,Caffe Latte,$33,135,Texas,48,Regular
281,90,140,120,230,113,43.48%,6/1/2012 12:00:00 AM,897,163,Major Market,South,31,1,Espresso,Caffe Mocha,$120,276,Texas,43,Regular
